,album_title,song_title,lyrics,lemmatize_lyrics
20,Fearless_TaylorsVersion_,Superstar (Taylor's Version),"This is wrong but I cant help but feel like There ain’t nothing more right, babe Misty morning comes again and I cant Help but wish I could see your face I knew from the first note played Id be breaking all my rules to see you You smile that beautiful smile and all the girls in the front row Scream your name  So dim that spotlight, tell me things like ""I cant keep my eyes off of you"" Im no one special, just another wide-eyed girl Whos desperately in love with you Give me a photograph To hang on my wall, superstar  Morning lonelinеss comes around when Im not Dreaming about you Whеn my world wakes up today Youll be in another town And I knew when I saw your face Id be counting down the ways to see you You smile that beautiful smile and all the girls in the front row Scream your name  So dim that spotlight, tell me things like ""I cant take my eyes off of you"" Im no one special, just another wide-eyed girl Whos desperately in love with you Give me a photograph To hang on my wall, superstar  You played in bars, you play guitar Im invisible and everyone knows who you are And youll never see, you sing me to sleep Every night from the radio  So dim that spotlight, tell me things like ""I cant take my eyes off of you"" Im no one special, just another wide-eyed girl Whos desperately in love with you Give me a photograph To hang on my wall, superstar You might also like Sweet, sweet superstar Superstar","this is wrong but i cant help but feel like there ain’t nothing more right babe misty morning come again and i cant help but wish i could see your face i knew from the first note played id be breaking all my rule to see you you smile that beautiful smile and all the girl in the front row scream your name so dim that spotlight tell me thing like ""i cant keep my eye off of you"" im no one special just another wide-eyed girl who desperately in love with you give me a photograph to hang on my wall superstar morning lonelinеss come around when im not dreaming about you whеn my world wake up today youll be in another town and i knew when i saw your face id be counting down the way to see you you smile that beautiful smile and all the girl in the front row scream your name so dim that spotlight tell me thing like ""i cant take my eye off of you"" im no one special just another wide-eyed girl who desperately in love with you give me a photograph to hang on my wall superstar you played in bar you play guitar im invisible and everyone know who you are and youll never see you sing me to sleep every night from the radio so dim that spotlight tell me thing like ""i cant take my eye off of you"" im no one special just another wide-eyed girl who desperately in love with you give me a photograph to hang on my wall superstar you might also like sweet sweet superstar superstar"
21,Fearless_TaylorsVersion_,Bye Bye Baby (Taylor's Version) (From The Vault),"It wasnt just like a movie The rain didnt soak through my clothes, down to my skin Im drivin away and I, I guess you could say This is the last time Ill drive this way again Lost in the gray and I try to grab at the fray Cause I, I still love you but I cant  Bye bye to everything I thought was on my side Bye bye, baby I want you bad but its come down to nothing And all I have is your sympathy Cause you took me home but you just couldnt keep me Bye bye, baby Bye bye, baby  The picture frame is empty On the dresser, vacant just like me I see your writing on the dash Then back to your hesitation I was so sure of everything Everything I thought wed always have Guess I never doubted it Then the here and the now floods in Feels like Im becoming a part of your past  Bye bye to everything I thought was on my side Bye bye, baby I want you bad but its come down to nothing And all I have is your sympathy Cause you took me home but you just couldnt keep me Bye bye, baby  And theres so much that I cant touch Youre all I want but its not enough this time And all the pages are just slipping through my hands And Im so scared of how this ends  Bye bye to everything I thought was on my side Bye bye, baby I want you bad but its come down to nothing And all I have is your sympathy Cause you took me home but you just couldnt keep me You might also like Bye bye to everything I thought was on my side Bye bye, baby I want you bad but its come down to nothing And all I have is your sympathy Cause you took me home but you just couldnt keep me Oh, you took me home, I thought you were gonna keep me Bye bye, baby Bye bye, baby",it wasnt just like a movie the rain didnt soak through my clothes down to my skin im drivin away and i i guess you could say this is the last time ill drive this way again lost in the gray and i try to grab at the fray cause i i still love you but i cant bye bye to everything i thought wa on my side bye bye baby i want you bad but it come down to nothing and all i have is your sympathy cause you took me home but you just couldnt keep me bye bye baby bye bye baby the picture frame is empty on the dresser vacant just like me i see your writing on the dash then back to your hesitation i wa so sure of everything everything i thought wed always have guess i never doubted it then the here and the now flood in feel like im becoming a part of your past bye bye to everything i thought wa on my side bye bye baby i want you bad but it come down to nothing and all i have is your sympathy cause you took me home but you just couldnt keep me bye bye baby and there so much that i cant touch youre all i want but it not enough this time and all the page are just slipping through my hand and im so scared of how this end bye bye to everything i thought wa on my side bye bye baby i want you bad but it come down to nothing and all i have is your sympathy cause you took me home but you just couldnt keep me you might also like bye bye to everything i thought wa on my side bye bye baby i want you bad but it come down to nothing and all i have is your sympathy cause you took me home but you just couldnt keep me oh you took me home i thought you were gonna keep me bye bye baby bye bye baby
22,Fearless_TaylorsVersion_,You All Over Me (Taylor's Version) (From The Vault),"Once the last drop of rain has dried off the pavement Shouldnt I find a stain? But I never do The way the tires turn stones on old county roads They leave em muddy underneath, reminds me of you You find graffiti on the walls of old bathroom stalls, you know You can scratch it right off, its how it used to be But like the dollar in your pocket, its been spent and traded in You cant change where its been, reminds me of me  I lived and I learned Had you, got burned Held out and held on God knows, too long, and wasted time Lost tears, swore that Id get out of here But no amount of freedom gets you clean Ive still got you all over me  The best and worst day of June Was the one that I met you With your hands in your pockets And your ""Dont you wish you had me?"" grin Well I did, so I smiled, and I melted like a child Now, every breath of air I breathe reminds me of then  And I lived and I learned Had you, got burned Held out and held on God knows, too long, and wasted time Lost tears, swore that Id get out of here But no amount of freedom gets you clean Ive still got you all over me   I lived and I learned And found out what it was to turn around And see that we Were never really meant to be So I lied, and I cried And I watched a part of myself die Cause no amount of freedom gets you clean Ive still got you all over me You might also like Ive still got you all over me Still got you all over me","once the last drop of rain ha dried off the pavement shouldnt i find a stain? but i never do the way the tire turn stone on old county road they leave em muddy underneath reminds me of you you find graffiti on the wall of old bathroom stall you know you can scratch it right off it how it used to be but like the dollar in your pocket it been spent and traded in you cant change where it been reminds me of me i lived and i learned had you got burned held out and held on god know too long and wasted time lost tear swore that id get out of here but no amount of freedom get you clean ive still got you all over me the best and worst day of june wa the one that i met you with your hand in your pocket and your ""dont you wish you had me?"" grin well i did so i smiled and i melted like a child now every breath of air i breathe reminds me of then and i lived and i learned had you got burned held out and held on god know too long and wasted time lost tear swore that id get out of here but no amount of freedom get you clean ive still got you all over me i lived and i learned and found out what it wa to turn around and see that we were never really meant to be so i lied and i cried and i watched a part of myself die cause no amount of freedom get you clean ive still got you all over me you might also like ive still got you all over me still got you all over me"
23,Fearless_TaylorsVersion_,We Were Happy (Taylor's Version) (From The Vault),"We used to walk along the streets When the porch lights were shining bright Before I had somewhere to be Back when we had all night and we were happy I do recall a good while back, we snuck into the circus You threw your arms around my neck, back when I deserved it And we were happy  When it was good, baby, it was good, baby We showed em all up No one could touch the way we laughed in the dark Talking bout your daddys farm we were gonna buy someday And we were happy  We used to watch the sun go down on the boats in the water Thats sorta how I feel right now And goodbyes so much harder cause we were happy  When it was good, baby, it was good, baby We showed em all up No one could touch the way we laughed in the dark Talking bout your daddys farm we were gonna buy someday And we were happy We were happy  Oh, I hate those voices telling me Im not in love anymore But they dont give me choices and thats what these tears are for Cause we were happy We were happy  When it was good, baby, it was good, baby We showed em all up No one could touch the way we laughed in the dark Talking bout your daddys farm And you were gonna marry me And we were happy We were happy Oh-oh-oh-oh We were happyYou might also like",we used to walk along the street when the porch light were shining bright before i had somewhere to be back when we had all night and we were happy i do recall a good while back we snuck into the circus you threw your arm around my neck back when i deserved it and we were happy when it wa good baby it wa good baby we showed em all up no one could touch the way we laughed in the dark talking bout your daddy farm we were gonna buy someday and we were happy we used to watch the sun go down on the boat in the water thats sorta how i feel right now and goodbye so much harder cause we were happy when it wa good baby it wa good baby we showed em all up no one could touch the way we laughed in the dark talking bout your daddy farm we were gonna buy someday and we were happy we were happy oh i hate those voice telling me im not in love anymore but they dont give me choice and thats what these tear are for cause we were happy we were happy when it wa good baby it wa good baby we showed em all up no one could touch the way we laughed in the dark talking bout your daddy farm and you were gonna marry me and we were happy we were happy oh-oh-oh-oh we were happyyou might also like
24,Fearless_TaylorsVersion_,Untouchable (Taylor's Version),"Untouchable like a distant diamond sky Im reaching out and I just cant tell you why Im caught up in you, Im caught up in you  Untouchable, burning brighter than the sun And when youre close, I feel like coming undone  In the middle of the night, when Im in this dream Its like a million little stars spelling out your name You got to come on, come on, say that well be together Come on, come on, little taste of heaven Oh, oh  Its half full and I wont wait here all day I know youre saying that youd be here anyway  But youre untouchable, burning brighter than the sun And now that youre close, I feel like coming undone  In the middle of the night, when Im in this dream Its like a million little stars spelling out your name You got to come on, come on, say that well be together Come on, come on, oh In the middle of the night, waking from this dream I want to feel you by my side, standing next to me You got to come on, come on, say that well be together Come on, come on, little taste of heaven  Im caught up in you Oh-oh, oh, oh-oh But youre untouchable, burning brighter than the sun Now that youre close, I feel like coming undone  In the middle of the night, when Im in this dream Its like a million little stars spelling out your name You got to come on, come on, say that well be together Come on, come on, oh, oh-oh In the middle of the night, when Im in this dream Its like a million little stars spelling out your name You got to come on, come on, say that well be together Come on, come on, come on In the middle of the night, waking from this dream I want to feel you by my side, standing next to me You got to come on, come on, say that well be together Come on, come on, little taste of heaven Oh, oh-oh-oh, oh-oh-oh, oh You might also like And in the middle of the night, when Im in this dream Its like a million little stars spelling out your name You got to come on, come on, oh Come on, come on Come on, come on, oh, oh, oh, oh Its like a million little stars spelling out your name Theyre spelling out your name, oh",untouchable like a distant diamond sky im reaching out and i just cant tell you why im caught up in you im caught up in you untouchable burning brighter than the sun and when youre close i feel like coming undone in the middle of the night when im in this dream it like a million little star spelling out your name you got to come on come on say that well be together come on come on little taste of heaven oh oh it half full and i wont wait here all day i know youre saying that youd be here anyway but youre untouchable burning brighter than the sun and now that youre close i feel like coming undone in the middle of the night when im in this dream it like a million little star spelling out your name you got to come on come on say that well be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that well be together come on come on little taste of heaven im caught up in you oh-oh oh oh-oh but youre untouchable burning brighter than the sun now that youre close i feel like coming undone in the middle of the night when im in this dream it like a million little star spelling out your name you got to come on come on say that well be together come on come on oh oh-oh in the middle of the night when im in this dream it like a million little star spelling out your name you got to come on come on say that well be together come on come on come on in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that well be together come on come on little taste of heaven oh oh-oh-oh oh-oh-oh oh you might also like and in the middle of the night when im in this dream it like a million little star spelling out your name you got to come on come on oh come on come on come on come on oh oh oh oh it like a million little star spelling out your name theyre spelling out your name oh
25,Fearless_TaylorsVersion_,Hey Stephen (Taylor's Version),"Mmm-mm, mm-mm Mmm-mm, mm-mm Mmm-mm, mm-mm, yeah  Hey Stephen, I know looks can be deceiving But I know I saw a light in you And as we walked we were talking I didnt say half the things I wanted to Of all the girls tossing rocks at your window Ill be the one waiting there even when its cold Hey Stephen, boy, you might have me believing I dont always have to be alone  Cause I cant help it if you look like an angel Cant help it if I wanna kiss you in the rain, so Come feel this magic Ive been feeling since I met you Cant help it if theres no one else Mmm, I cant help myself  Hey Stephen, Ive been holding back this feeling So Ive got some things to say to you (Huh) Ive seen it all, so I thought But I never seen nobody shine the way you do The way you walk, way you talk, way you say my name Its beautiful, wonderful, dont you ever change Hey Stephen, why are people always leaving? I think you and I should stay the same  Cause I cant help it if you look like an angel Cant help it if I wanna kiss you in the rain, so Come feel this magic Ive been feeling since I met you Cant help it if theres no one else Mmm, I cant help myself  Theyre dimming the street lights, youre perfect for me Why arent you here tonight? Im waiting alone now, so come on and come out And pull me near and shine, shine, shine Hey Stephen, I could give you fifty reasons Why I should be the one you choose All those other girls, well, theyre beautiful But would they write a song for you? (Ha-ha-ha) You might also like I cant help it if you look like an angel Cant help it if I wanna kiss you in the rain, so Come feel this magic Ive been feeling since I met you Cant help it if theres no one else Mmm, I cant help myself If you look like an angel Cant help it if I wanna kiss you in the rain, so Come feel this magic Ive been feeling since I met you Cant help it if theres no one else Mmm, I cant help myself  Ah-uh, myself Mmm-mm, I cant help myself I cant help myself Oh-oh-oh Mmm-mm, mm-mm Mmm-mm, mm-mm Mmm-mm, mm-mm",mmm-mm mm-mm mmm-mm mm-mm mmm-mm mm-mm yeah hey stephen i know look can be deceiving but i know i saw a light in you and a we walked we were talking i didnt say half the thing i wanted to of all the girl tossing rock at your window ill be the one waiting there even when it cold hey stephen boy you might have me believing i dont always have to be alone cause i cant help it if you look like an angel cant help it if i wanna kiss you in the rain so come feel this magic ive been feeling since i met you cant help it if there no one else mmm i cant help myself hey stephen ive been holding back this feeling so ive got some thing to say to you (huh) ive seen it all so i thought but i never seen nobody shine the way you do the way you walk way you talk way you say my name it beautiful wonderful dont you ever change hey stephen why are people always leaving? i think you and i should stay the same cause i cant help it if you look like an angel cant help it if i wanna kiss you in the rain so come feel this magic ive been feeling since i met you cant help it if there no one else mmm i cant help myself theyre dimming the street light youre perfect for me why arent you here tonight? im waiting alone now so come on and come out and pull me near and shine shine shine hey stephen i could give you fifty reason why i should be the one you choose all those other girl well theyre beautiful but would they write a song for you? (ha-ha-ha) you might also like i cant help it if you look like an angel cant help it if i wanna kiss you in the rain so come feel this magic ive been feeling since i met you cant help it if there no one else mmm i cant help myself if you look like an angel cant help it if i wanna kiss you in the rain so come feel this magic ive been feeling since i met you cant help it if there no one else mmm i cant help myself ah-uh myself mmm-mm i cant help myself i cant help myself oh-oh-oh mmm-mm mm-mm mmm-mm mm-mm mmm-mm mm-mm
26,Fearless_TaylorsVersion_,If This Was a Movie (Taylor's Version),"Last night, I heard my own heart beatin Sounded like footsteps on my stairs Six months gone and Im still reachin Even though I know youre not there I was playin back a thousand memories, baby Thinkin bout everything weve been through Maybe Ive been going back too much lately When time stood still and I had you  Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside til I came out Come back, come back, come back to me like You could, you could if you just said youre sorry I know that we could work it out somehow But if this was a movie, youd be here by now  I know people change and these things happen But I remember how it was back then Wrapped up in your arms and our friends are laughin Cause nothing like this ever happened to them Now Im pacing down the hall, chasing down your street Flashback to the night when you said to me Nothings gonna change, not for me and you Back before I knew how much I had to lose  Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside til I came out Come back, come back, come back to me like You could, you could if you just said youre sorry I know that we could work it out somehow But if this was a movie, youd be here by now  If youre out there, if youre somewhere, if youre moving on Ive been waiting for you every day since youve been gone I just want it back the way it was before And I just wanna see you back at my front door  And I say, ""Come back, come back, come back to me like You would before you said its not that easy Before the fight, before I locked you out But I take it all back now"" You might also like Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside til I came out Come back, come back, come back to me like You could, you could if you just said youre sorry I know that we could work it out somehow But if this was a movie, youd be here by now  Youd be here by now Its not the kind of ending you wanna see now Baby, what about the ending? Oh, I thought that youd be here by now Oh, oh Thought youd be here by now","last night i heard my own heart beatin sounded like footstep on my stair six month gone and im still reachin even though i know youre not there i wa playin back a thousand memory baby thinkin bout everything weve been through maybe ive been going back too much lately when time stood still and i had you come back come back come back to me like you would you would if this wa a movie stand in the rain outside til i came out come back come back come back to me like you could you could if you just said youre sorry i know that we could work it out somehow but if this wa a movie youd be here by now i know people change and these thing happen but i remember how it wa back then wrapped up in your arm and our friend are laughin cause nothing like this ever happened to them now im pacing down the hall chasing down your street flashback to the night when you said to me nothing gonna change not for me and you back before i knew how much i had to lose come back come back come back to me like you would you would if this wa a movie stand in the rain outside til i came out come back come back come back to me like you could you could if you just said youre sorry i know that we could work it out somehow but if this wa a movie youd be here by now if youre out there if youre somewhere if youre moving on ive been waiting for you every day since youve been gone i just want it back the way it wa before and i just wanna see you back at my front door and i say ""come back come back come back to me like you would before you said it not that easy before the fight before i locked you out but i take it all back now"" you might also like come back come back come back to me like you would you would if this wa a movie stand in the rain outside til i came out come back come back come back to me like you could you could if you just said youre sorry i know that we could work it out somehow but if this wa a movie youd be here by now youd be here by now it not the kind of ending you wanna see now baby what about the ending? oh i thought that youd be here by now oh oh thought youd be here by now"
27,Fearless_TaylorsVersion_,That's When (Taylor's Version) (From The Vault),"You said, ""I know"" When I said, ""I need some time, need some space To think about all of this"" And you watched me go And I knew my words were hard to hear And harder to ever take back  And I said, ""When can I-I-I come back?""  And you said, ""Thats when When I wake up in the morning Thats when, when its sunny or storming Laughing, when Im crying And thats when Ill be waiting at the front gate Thats when, when I see your face Ill let you in, and baby, thats when"" Mm, mm  I said, ""I know"" When you said, ""I did you wrong, made mistakes And put you through all of this"" (Through all of this) Then through the phone Came all your tears And I said, ""Leave those all in our past""  And you said, ""When can I-I-I come back?""  And I said, ""Thats when When I wake up in the morning Thats when, when its sunny or storming Laughing, when Im crying And thats when Ill be waiting at the front gate Thats when, when I see your face Ill let you in, and baby, thats when"" You might also like And you said, ""Honestly When you were gone Did you ever think of me?"" And I said  ""Thats when, when I woke up in the morning Thats when it was sunny or storming Laughing, when I was crying And thats when you were waiting at the front gate Thats when, when I saw your face You let me in, and baby, thats when""  Thats when, when I wake up in the morning (Yeah) Thats when, when its sunny or storming When Im laughing, when Im crying (Thats when Ill be waiting at the front gate) Thats when I miss you, thats when I want you (Thats when, when I see your face) Thats when I love you, thats when","you said ""i know"" when i said ""i need some time need some space to think about all of this"" and you watched me go and i knew my word were hard to hear and harder to ever take back and i said ""when can i-i-i come back?"" and you said ""thats when when i wake up in the morning thats when when it sunny or storming laughing when im cry and thats when ill be waiting at the front gate thats when when i see your face ill let you in and baby thats when"" mm mm i said ""i know"" when you said ""i did you wrong made mistake and put you through all of this"" (through all of this) then through the phone came all your tear and i said ""leave those all in our past"" and you said ""when can i-i-i come back?"" and i said ""thats when when i wake up in the morning thats when when it sunny or storming laughing when im cry and thats when ill be waiting at the front gate thats when when i see your face ill let you in and baby thats when"" you might also like and you said ""honestly when you were gone did you ever think of me?"" and i said ""thats when when i woke up in the morning thats when it wa sunny or storming laughing when i wa cry and thats when you were waiting at the front gate thats when when i saw your face you let me in and baby thats when"" thats when when i wake up in the morning (yeah) thats when when it sunny or storming when im laughing when im cry (thats when ill be waiting at the front gate) thats when i miss you thats when i want you (thats when when i see your face) thats when i love you thats when"
28,Fearless_TaylorsVersion_,Today Was a Fairytale (Taylor's Version),"Today was a fairytale, you were the prince I used to be a damsel in distress You took me by the hand and you picked me up at six Today was a fairytale Today was a fairytale  Today was a fairytale, I wore a dress You wore a dark gray t-shirt You told me I was pretty when I looked like a mess Today was a fairytale  Time slows down Whenever youre around  Well, can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale  Today was a fairytale, youve got a smile That takes me to another planet Every move you make, everything you say is right Today was a fairytale Today was a fairytale, all that I can say Is now its getting so much clearer Nothing made sense til the time I saw your face Today was a fairytale  Time slows down Whenever youre around, yeah You might also like But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale  Time slows down Whenever youre around I can feel my heart Its beating in my chest Did you feel it? I cant put this down  But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way  But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale  Oh, oh, yeah, oh Today was a fairytale",today wa a fairytale you were the prince i used to be a damsel in distress you took me by the hand and you picked me up at six today wa a fairytale today wa a fairytale today wa a fairytale i wore a dress you wore a dark gray t-shirt you told me i wa pretty when i looked like a mess today wa a fairytale time slows down whenever youre around well can you feel this magic in the air? it must have been the way you kissed me fell in love when i saw you standing there it must have been the way today wa a fairytale it must have been the way today wa a fairytale today wa a fairytale youve got a smile that take me to another planet every move you make everything you say is right today wa a fairytale today wa a fairytale all that i can say is now it getting so much clearer nothing made sense til the time i saw your face today wa a fairytale time slows down whenever youre around yeah you might also like but can you feel this magic in the air? it must have been the way you kissed me fell in love when i saw you standing there it must have been the way today wa a fairytale it must have been the way today wa a fairytale time slows down whenever youre around i can feel my heart it beating in my chest did you feel it? i cant put this down but can you feel this magic in the air? it must have been the way you kissed me fell in love when i saw you standing there it must have been the way but can you feel this magic in the air? it must have been the way you kissed me fell in love when i saw you standing there it must have been the way today wa a fairytale it must have been the way today wa a fairytale oh oh yeah oh today wa a fairytale
29,Fearless_TaylorsVersion_,Breathe (Taylor's Version),"I see your face in my mind as I drive away Cause none of us thought it was gonna end that way People are people and sometimes we change our minds But its killing me to see you go after all this time  Mm-mm, mm-mm-mm-mm Mm-mm, mm-mm-mm-mm  The music starts playing like the end of a sad movie Its the kind of ending you dont really wanna see Cause its tragedy and itll only bring you down Now I dont know what to be without you around  And we know its never simple, never easy Never a clean break, no one here to save me Youre the only thing I know like the back of my hand  And I cant breathe without you, but I have to Breathe without you, but I have to  Never wanted this, never wanna see you hurt Every little bump in the road, I tried to swerve But people are people and sometimes it doesnt work out And nothin we say is gonna save us from the fallout  And we know its never simple, never easy Never a clean break, no one here to save me Youre the only thing I know like the back of my hand  And I cant breathe without you, but I have to Breathe without you but I have to  Its 2 A.M., feeling like I just lost a friend Hope you know its not easy, easy for me Its 2 A.M., feeling like I just lost a friend Hope you know this aint easy, easy for me You might also like And we know its never simple, never easy Never a clean break, no one here to save me, oh  I cant breathe without you, but I have to Breathe without you, but I have to Breathe without you, but I have to Breathe without you, but I have to  Im sorry, Im sorry (Mmm) Im sorry, (Yeah, yeah) Im sorry Im sorry, Im sorry (Ooh, ooh) Im sorry",i see your face in my mind a i drive away cause none of u thought it wa gonna end that way people are people and sometimes we change our mind but it killing me to see you go after all this time mm-mm mm-mm-mm-mm mm-mm mm-mm-mm-mm the music start playing like the end of a sad movie it the kind of ending you dont really wanna see cause it tragedy and itll only bring you down now i dont know what to be without you around and we know it never simple never easy never a clean break no one here to save me youre the only thing i know like the back of my hand and i cant breathe without you but i have to breathe without you but i have to never wanted this never wanna see you hurt every little bump in the road i tried to swerve but people are people and sometimes it doesnt work out and nothin we say is gonna save u from the fallout and we know it never simple never easy never a clean break no one here to save me youre the only thing i know like the back of my hand and i cant breathe without you but i have to breathe without you but i have to it 2 a.m. feeling like i just lost a friend hope you know it not easy easy for me it 2 a.m. feeling like i just lost a friend hope you know this aint easy easy for me you might also like and we know it never simple never easy never a clean break no one here to save me oh i cant breathe without you but i have to breathe without you but i have to breathe without you but i have to breathe without you but i have to im sorry im sorry (mmm) im sorry (yeah yeah) im sorry im sorry im sorry (ooh ooh) im sorry
30,Fearless_TaylorsVersion_,Love Story (Taylor's Version),"We were both young when I first saw you I close my eyes and the flashback starts Im standing there On a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say, ""Hello"" Little did I know  That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, ""Please dont go,"" and I said  Romeo, take me somewhere we can be alone Ill be waiting, all theres left to do is run Youll be the prince and Ill be the princess Its a love story, baby, just say, ""Yes""  So I sneak out to the garden to see you We keep quiet cause were dead if they knew So close your eyes Escape this town for a little while, oh, oh  Cause you were Romeo, I was a scarlet letter And my daddy said, ""Stay away from Juliet"" But you were everything to me I was begging you, ""Please dont go,"" and I said  Romeo, take me somewhere we can be alone Ill be waiting, all theres left to do is run Youll be the prince and Ill be the princess Its a love story, baby, just say, ""Yes"" Romeo, save me, theyre trying to tell me how to feel This love is difficult, but its real Dont be afraid, well make it out of this mess Its a love story, baby, just say, ""Yes"" You might also like Oh, oh  And I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town  And I said, ""Romeo, save me, Ive been feeling so alone I keep waiting for you, but you never come Is this in my head? I dont know what to think"" He knelt to the ground and pulled out a ring, and said ""Marry me, Juliet, youll never have to be alone I love you and thats all I really know I talked to your dad, go pick out a white dress Its a love story, baby, just say, Yes""  Oh, oh, oh Oh, oh, oh Cause we were both young when I first saw you","we were both young when i first saw you i close my eye and the flashback start im standing there on a balcony in summer air see the light see the party the ball gown see you make your way through the crowd and say ""hello"" little did i know that you were romeo you were throwing pebble and my daddy said ""stay away from juliet"" and i wa cry on the staircase begging you ""please dont go"" and i said romeo take me somewhere we can be alone ill be waiting all there left to do is run youll be the prince and ill be the princess it a love story baby just say ""yes"" so i sneak out to the garden to see you we keep quiet cause were dead if they knew so close your eye escape this town for a little while oh oh cause you were romeo i wa a scarlet letter and my daddy said ""stay away from juliet"" but you were everything to me i wa begging you ""please dont go"" and i said romeo take me somewhere we can be alone ill be waiting all there left to do is run youll be the prince and ill be the princess it a love story baby just say ""yes"" romeo save me theyre trying to tell me how to feel this love is difficult but it real dont be afraid well make it out of this mess it a love story baby just say ""yes"" you might also like oh oh and i got tired of waiting wondering if you were ever coming around my faith in you wa fading when i met you on the outskirt of town and i said ""romeo save me ive been feeling so alone i keep waiting for you but you never come is this in my head? i dont know what to think"" he knelt to the ground and pulled out a ring and said ""marry me juliet youll never have to be alone i love you and thats all i really know i talked to your dad go pick out a white dress it a love story baby just say yes"" oh oh oh oh oh oh cause we were both young when i first saw you"
31,Fearless_TaylorsVersion_,You're Not Sorry (Taylor's Version),"All this time I was wasting hoping you would come around Ive been giving out chances every time and all you do is let me down And its taken me this long, baby, but Ive figured you out And youre thinking well be fine again, but not this time around  You dont have to call anymore I wont pick up the phone This is the last straw Dont wanna hurt anymore And you can tell me that youre sorry But I dont believe you, baby, like I did before Youre not sorry No, no, oh-oh  Youre looking so innocent, I might believe you if I didnt know Couldve loved you all my life if you hadnt lеft me waiting in the cold And youve got your sharе of secrets And Im tired of being last to know, oh And now youre asking me to listen Cause its worked each time before  But you dont have to call anymore I wont pick up the phone This is the last straw Dont wanna hurt anymore And you can tell me that youre sorry But I dont believe you, baby, like I did before Youre not sorry No, no, oh-oh Youre not sorry No, no, oh-oh  You had me crawling for you, honey And it never wouldve gone away, no You used to shine so bright, but I watched all of it fade  So you dont have to call anymore I wont pick up the phone This is the last straw Theres nothing left to beg for And you can tell me that youre sorry But I dont believe you, baby, like I did before Youre not sorry No, no, oh-oh Youre not sorry No, no, oh-oh You might also like No, no, no, no, no, no, no, no, no, no, no, no Woah, oh, oh oh, oh oh oh Oh, oh, oh, no, no, no, no, no, no",all this time i wa wasting hoping you would come around ive been giving out chance every time and all you do is let me down and it taken me this long baby but ive figured you out and youre thinking well be fine again but not this time around you dont have to call anymore i wont pick up the phone this is the last straw dont wanna hurt anymore and you can tell me that youre sorry but i dont believe you baby like i did before youre not sorry no no oh-oh youre looking so innocent i might believe you if i didnt know couldve loved you all my life if you hadnt lеft me waiting in the cold and youve got your sharе of secret and im tired of being last to know oh and now youre asking me to listen cause it worked each time before but you dont have to call anymore i wont pick up the phone this is the last straw dont wanna hurt anymore and you can tell me that youre sorry but i dont believe you baby like i did before youre not sorry no no oh-oh youre not sorry no no oh-oh you had me crawling for you honey and it never wouldve gone away no you used to shine so bright but i watched all of it fade so you dont have to call anymore i wont pick up the phone this is the last straw there nothing left to beg for and you can tell me that youre sorry but i dont believe you baby like i did before youre not sorry no no oh-oh youre not sorry no no oh-oh you might also like no no no no no no no no no no no no woah oh oh oh oh oh oh oh oh oh no no no no no no
